城市,城区,商圈,小区名,房源详情url,房型(三室两厅),房屋面积,成交总价(万元),成交周期(天数),朝向,装修状况,电梯情况,楼层,房屋年代/楼体结构,房屋描述（房屋满五年|距8号线安德里北街971米）,单价,成交日期,成交总价(万元),房屋来源,挂牌日期,状态(在售|成交)
广州,增城,广园东,广园东东方名都,http://esf.gz.fang.com/chushou/3_226877544.htm,3室2厅2卫,114平米,300,,东南,豪华装修,有,高层,2014年,东方名都面积：114.00方户型：3房2厅2卫1阳台  朝向：东南向   装修：豪装  楼层：高楼层看房：随时可看房13号线白江站，轻轨站，交通方便,26316元/平米,,,房天下,2018-06-15,在售
广州,增城,广园东,豪进山湖珺璟,http://esf.gz.fang.com/chushou/3_226002091.htm,3室2厅1卫,95平米,230,,南,精装修,有,中层,2012年,豪进山湖珺璟白江站沿线楼盘，新塘蕞高大上、环境优美、房子户型方正、高层采光好、装修豪华，保养新净! 产权清晰、证过两年、红本在手。,24211元/平米,,,房天下,2018-05-27,在售
广州,增城,广园东,翡翠绿洲湖绣苑,http://esf.gz.fang.com/chushou/3_227021652.htm,3室2厅2卫,103.15平米,240,,南,精装修,有,中层,2015年,此房户型很靓，少有放盘，出一套卖一套！户型方正、格局通透、高层采光明亮、间隔实用！中高层视野开阔、采光一流！,23267元/平米,,,房天下,2018-06-19,在售
广州,增城,广园东,广园东东方名都,http://esf.gz.fang.com/chushou/3_226081020.htm,3室2厅2卫,110平米,255,,东南,精装修,有,中层,2013年,广园东东方名都户型：3室2厅1厨2卫1阳台1、小区环境优美，交通便利，周边大型购物，餐饮游多，风气浓厚2、广园东东方名都占地面积大，社区拥有别具特色的硅谷风采园林，多元化生活的双会所配套，国际z水准的智能化配置，涉外品质的安全防范系统3、地下车库及充足车位，集，，商务和娱乐休闲为一体占尽新经济核心区-广园东东方名都的天时地利综合，淋漓开启资讯时代崭新的生活.,23182元/平米,,,房天下,2018-05-29,在售
广州,增城,广园东,翡翠绿洲,http://esf.gz.fang.com/chushou/3_227355362.htm,3室2厅2卫,96平米,220,,南,精装修,有,中层,2017年,翡翠绿洲一期96方三房，高层南向，视野开阔，开发商装修，全新未住，总价220万，单价仅2.3万，还是一年前的价钱，现在一手在卖均价都要2.7万一方了，隔壁凤凰城单价都去到3.5万，价格笋，手快有，手慢无。,22917元/平米,,,房天下,2018-06-27,在售
广州,增城,广园东,广园东东方名都,http://esf.gz.fang.com/chushou/3_225816740.htm,3室2厅2卫,96平米,240,,南,精装修,无,高层,2013年,1、朝向：南，户型很好，价格也很实惠2、小区环境好，房子的空间距大，绿化面积广。3、楼层。采光相当的好，住房率很高，房间都很大。项目位于新塘东江大道北，穗莞深城际轻轨、13号线及16号线、厦深铁路支线、广深四线等5条轨道交通；项目规划成为13号线东洲站上盖物业；项目北面是碧桂园凤凰城；南面是广深大道（107国道），直通新塘镇区及东莞、深圳等；东倚规划中的新城市中轴线；西面东江大道接驳广园东和广州经济开发区，可直达广州市区或莞深等。幼儿园：增城市蓓蕾幼儿园、新康实验幼儿园中：增城市五星、新雅新实验、增城北大新康、新塘、增城北大新康,25000元/平米,,,房天下,2018-05-23,在售
广州,增城,广园东,广园东东方名都,http://esf.gz.fang.com/chushou/3_226568960.htm,3室2厅2卫,94.3平米,243,,东,精装修,有,中层,2010年,户型：3房朝向：东面积：96方装修：有布局：方正通透采光好产权：70年税费：按广州市购房政策备注：看楼方便，有锁匙，随时看,25769元/平米,,,房天下,2018-06-08,在售
广州,增城,广园东,翡翠绿洲育才阳光苑,http://esf.gz.fang.com/chushou/3_227174327.htm,3室2厅2卫,123平米,260,,东南,精装修,有,高层,2009年,〖户型〗：3房2厅2卫 大客厅，宽阳台 〖面积〗：建筑面积123平米，〖朝向〗：东南向〖保养情况〗：全新装修，保养新净 户型方正，厅大房大，飘窗设计实用率，全新装修，业主 看房提前约。,21138元/平米,,,房天下,2018-06-23,在售
广州,增城,广园东,合生湖山国际,http://esf.gz.fang.com/chushou/3_225483463.htm,2室2厅2卫,82平米,180,,南,精装修,有,高层,2015年,湖山国际,北靠陈家林自然保护区，东邻凤凰城，西靠陈家林路，南接荔枝文化村。小区校，项目全新加推，大型品牌实力雄厚，信心保证，性价比。皆宜，机不可失时不再来，赶紧行动起来！项目位于城芯，闹市中的桃源，政府扶持发展，优越成熟的配套规划就在家门口，集购物、娱乐、休闲、餐饮等城市配套于一体，满足平常消费所需，吃喝玩乐等全面功能。户型更是方正实用，空间百变 休闲娱乐生活都便利，为业主提供质的产品。,21951元/平米,,,房天下,2018-05-17,在售
广州,增城,广园东,合生湖山国际,http://esf.gz.fang.com/chushou/3_227326694.htm,4室2厅3卫,212平米,485,,东南,精装修,有,高层,2010年,房子是南北对流的大平层，建筑面积212平大5房带双主套豪华装修保养，拎包入住！购买理由，房子价格低性价比，！小区配套齐，幼儿园高中都有，让您小孩开开心心，安安全全到家！12年到位！给小孩留个快乐有回忆的童年商业配套齐全，商业街都几条，美食街，超市菜市场，，房子靠翡翠绿洲商业街楼吧菜市场，在小区的内侧不临街不靠马路安静跟多房源联系13539792084欧阳小姐微信号oumyang,22877元/平米,,,房天下,2018-06-26,在售
