城市,城区,商圈,小区名,房源详情url,房型(三室两厅),房屋面积,成交总价(万元),成交周期(天数),朝向,装修状况,电梯情况,楼层,房屋年代/楼体结构,房屋描述（房屋满五年|距8号线安德里北街971米）,单价,成交日期,成交总价(万元),房屋来源,挂牌日期,状态(在售|成交)
广州,天河,珠江新城东,粤海丽江花园,http://esf.gz.fang.com/chushou/3_227325305.htm,4室2厅1卫,197平米,1470,,东南,精装修,无,低层,2009年,【诚信保证，郑重承诺】	本人全部放真实图片，真实价钱，不用为网上假信息而浪费太多时间	【房源基本介绍】	1、产权清晰，交易方便安全	2、此户型实用方正，面积是197㎡大四房，东南向安静望花园，装修保养好	3、售价1470万，单价不用7.46万/㎡，业主超笋价急售	4、房产证满5年且业主市内唯.一房产，免缴个人所得税1%	5、位于珠江新城CBD，地段决定地位价值	6、大型成熟花园，环境优美舒适	【周边配套设施】	1、交通：5号线、多个公交站	2、学.校：有幼儿园、小.学、中.学、高中	3、购物：菜市场、多个大型商场	4、医院：大型医院	5、银行：四大银行基本都有	【我的联系方式】	更多房源，欢迎点击潘庆超的网上旗舰店铺查看	咨询裕丰地产资深业务经理潘生15220007172，很高兴为您全心全意服务!,74619元/平米,,,房天下,2018-06-26,在售
广州,天河,珠江新城东,颐德公馆,http://esf.gz.fang.com/chushou/3_226123703.htm,7室2厅4卫,420平米,4900,,南北,精装修,无,高层,2011年,【诚信保证，郑重承诺】本人全部放真实图片，真实价钱，不用为网上假信息而浪费太多时间【房源基本介绍】1.产权清晰，交易方便安全2.此户型是420㎡奢华复拭7房2厅，带私家游泳池，南北对流，一线望珠江和珠江公园全景，全新未住，实用方正，装修保养好3.售价4900万，业主超笋价急售4.位于珠江新城CBD，地段决定地位价值，大型成熟花园【房源卖点与建议】1.单价不用11.66万/㎡（还是奢华复拭7房啊！）2.南北对流，望珠江公园全景，全新未住，装修保养好（看过就喜欢，不用再费精力在装修上！）3.旁边一手楼侨鑫汇悦台要卖15万/㎡，相比之下，这么笋的单位套间您还不过来看看吗?（不要错过啊，业主真的有心卖房，价格还能商量，就仅此一间了！）【我的联系方式】更多房源，欢迎点击潘庆超的网上旗舰店铺查看，咨询裕丰营业主任潘生15220007172，很高兴为您全心全意服务！,116667元/平米,,,房天下,2018-05-30,在售
广州,天河,珠江新城东,新城海滨花园,http://esf.gz.fang.com/chushou/3_227374255.htm,3室2厅2卫,136平米,1420,,南北,豪华装修,有,中层,2001年,【新城海滨花园】户型：3室2厅2卫2阳台;朝向：南北通透【房源】1、地理位置佳，临江大道，汇悦台隔壁，望珠江景2、现在的房子相比年初，近12％，此房单价小区zui低3、室内精装修，免装修入住【房屋介绍】1、厅出阳台，南北对流，厅大房大，有足够的收纳空间和活动空间2、海滨幼儿园带体育东3、产权清晰，证过2年，免重税，无贷款无抵押无查封，交易安全可靠【社区配套】1、环境优雅，低密度社区，有江景，有花园。2、小区绿化高，让您感受像花园一样的家，物业认真负责，24值班  业主心态业主诚心出售此房，价格合理，看房请提前电话预约。 小区配套此房地理位置优越，交通方便，周边生活、、医疗配套成熟。,104412元/平米,,,房天下,2018-06-28,在售
广州,天河,珠江新城东,侨鑫汇悦台,http://esf.gz.fang.com/chushou/3_226648710.htm,4室2厅3卫,236平米,2500,,南北,豪华装修,有,中层,2011年,地处广州新城市地段，呈皇冠形状，闪耀城市。 约1000m长的一线江景，270度一线江景，360度天幕望江，是广州豪宅的代表。 236平4室3厅3卫，户型豪华大气，带全屋智能豪裝、意大利进口豪华家私。侨鑫会悦台作为豪宅——侨鑫地产在广州打造的标杆项目，属于广州的标杆交通：③、⑤号线、众多公交线路商业：四大银行均在、周边健身房众多选择：（体育东、天河）内部环境：小区配有花园绿化、健身设施、6000多方私人会所车位情况：车库共有地下3层，比例为1:2.6免费看房热线：17620989115 蔡经理,105932元/平米,,,房天下,2018-06-10,在售
广州,天河,珠江新城东,珠江新城凤凰苑,http://esf.gz.fang.com/chushou/3_225862932.htm,2室1厅1卫,44平米,150,,南北,豪华装修,有,高层,2004年,正上盖70年智能.天骄时代城位于番禺大石3号线，口仅100米，属于大石*核心，面积为37、46、49m?平层，超80%实用率!超罕见70年使用年限，均价13000元/m?，总价45万/间起~带精装修，入户，,34091元/平米,,,房天下,2018-05-24,在售
广州,天河,珠江新城东,珠江新城凤凰苑,http://esf.gz.fang.com/chushou/3_225947869.htm,1室1厅1卫,35平米,50,,南北,豪华装修,无,中层,2004年,项目位于105国道上，汉溪大道、新光快速、南大干线等6条城市快速路纵横，2、3、7号线环绕，轻松接驳南站枢纽、珠江新城。的7号线谢村站仅距离项目约1500米，三维立体交通，便捷出行处于南站商务圈、长隆生态旅游圈、大石沙溪批发市场三大发展引擎交汇处，服务于商圈超3700万/年商旅。敏捷·御峰国际紧靠长隆旅游生态城，地处广州南站商圈“六”的东部休闲服务区，伴随着长隆旅游生态城以及南站商圈的启动，将大大拉升区域价值，项目未来前景很大。【配套信息】商场或超市：港润购物广尝人人乐购物广尝百佳、番禺天河城折扣店：番禺执信附属、番禺执信邮局和快递：大石邮局医院：大石医院、番禺武警医院、冶金医院银行/银行(ATM)：农业银行、工商银行、中国银行其他：长隆欢乐、番禺丽江明珠歌剧院、香江野生动物、长隆高尔夫球尝万博卫生站15所、文化活动站18个、居民健身设施8处，、卫生、文体设施。2个森林公园（大象岗森林公园（在建）和大夫山森林公园）地鉄：地鉄2号线会江站、3号线大石站9、更多房源清点击我的头像：13926021815黄经理    专车接送、我帮您申请优惠、一手楼免，服务周到，珠三角的楼盘都有做。,14286元/平米,,,房天下,2018-05-26,在售
广州,天河,珠江新城东,珠江新城凤凰苑,http://esf.gz.fang.com/chushou/3_225957322.htm,1室1厅1卫,6平米,23,,南北,豪华装修,无,中层,2004年,单价7000元/平、总价18万起，广州南站3物业 【南站*未来域】,主力户型为27-50方单间、一房一厅、两房一厅，带装修、带阳台，长隆、南站、市桥、万博四大商圈环绕，分享数千万高铁、长隆、万博CBD客流价值前景！下周开始逐步升价，赶快入手！??八大必买理由??1.【区位】三交汇，3号线长隆站、7号线钟村站，2.【交通】新光快速、东新高速、广明高速、华快、105国道、市广路、番禺大道、兴业大道、广珠西线5到广州南站和顺德，30畅达天河、越秀、海珠3.【多元功能】正规商业用地，可可可托管返租，可多套打通，也可以自己收租4.【灵活】自由转名转让，任买多套，保你得放心5.【稳定】主题托管经营返租，8年，6.【人流】广州南站核心商圈，日均发送旅客50万人次，加之长隆每年两千万客流、万博数十万高知白领，租赁需求无法估量7.【生活】10万方大型综合体，有地下车库，自带1.5万方创意休闲娱乐广场，休闲、餐饮、娱乐样样行，周边沃尔玛、中影、迪卡侬、胡桃里、星巴克等商家已营业。 8.【政策红利】租售同权、鼓励、允许集体用地租赁经营等利好政策频繁出台，正规集体商业物业价值重估！9、更多房源清点击我的头像：13926021815黄经理    专车接送、我帮您申请优惠、一手楼免，服务周到，珠三角的楼盘都有做。,38333元/平米,,,房天下,2018-05-26,在售
广州,天河,珠江新城东,珠光新城御景二期,http://esf.gz.fang.com/chushou/3_227138887.htm,4室2厅2卫,154平米,1039.8,,南北,豪华装修,有,中层,2017年,珠光新城御景二期全新江景一手带豪装，154方南北对流，谭村口上盖，至后4套内部单位，买到挣到！——我专门做广州各区豪宅，买豪宅随时联系我～珠光新城御景二期小区户型：4室2厅1厨2卫1阳台小区环境很好，江景豪宅，设施齐全，有\公园\银行，交通便利.送豪华装修，房子里格局好，采光很好，看房子随时联系。,67519元/平米,,,房天下,2018-06-22,在售
广州,天河,珠江新城东,新城海滨花园,http://esf.gz.fang.com/chushou/3_226825463.htm,3室2厅2卫,105平米,860,,北,豪华装修,有,中层,2000年,                                      24热线 13725143979许先生<微信同号>房源介绍： 1、新城海滨花园 中层 105平方 3房2厅2卫 户型方正 南北通透 大客厅大阳台 望小区花园 人工湖 安静不吵 采光很好 2、业主花重金打造 豪华装修 业主保养好 买下即可 3、产权清晰 证满五年 源 交易安全快捷 4、售价880万 户型稀·缺·买·到·即··到 详情：房东置换，诚心出售，欢迎看房，随时恭候您的到来。小区环境优雅，配套成熟，交通尊重空间——“新城海滨花园”占地达7万多，全部为20层以下中层住宅，楼宇呈点状式分布于区内，楼宇间距宽达60米，全区仅为2.9，每幢户数在60－85户之间，为业内行家称为”规划”，让住户有更大的私密性空间，完全挥扬出海滨住宅规划的优越。尊重风景——层叠的向江开放式建筑，外型俊朗典雅，清新舒展，沿江畔铺展。75％单位都能拥有观江望日的如画景致，25％单位亦可尽情享受宽敞精致的小区花园。一梯五户，户内南北对流，为3.2米;为您敞开更广阔的尊贵生活空间。尊重自然——全区实行”人车分流”，彻底隔绝喧嚣。首层全部6米架空绿化，形成逸畅开扬的视觉走廊。近绿化面积，为您展现出江畔罕有的梦想家园。便利，舒适.本人从事房多年，公司有大量好房源，我的店铺查看，欢迎随时电话咨询，相信我的，为您置业安家保驾护航。                                          联系人：许先生 ,服务热线：13725143979  ,81905元/平米,,,房天下,2018-06-14,在售
广州,天河,珠江新城东,凯旋新世界三期,http://esf.gz.fang.com/chushou/3_226053835.htm,3室2厅2卫,195.41平米,2100,,北,豪华装修,无,高层,2012年,【诚信保证，郑重承诺】本人全部放真实图片，真实价钱，不用为网上假信息而浪费太多时间【房源基本介绍】1.产权清晰，交易方便安全2.此户型是195.41㎡高层大三房，望整个小区园林，视野开阔，实用方正，豪华装修3.售价2100万，业主超笋价急售4.位于珠江新城CBD，地段决定地位价值，大型成熟花园【房源卖点与建议】1.单价不用10.74万/㎡（还是高层大三房啊！）2.望整个小区园林，视野开阔，豪华装修（看过就喜欢，不用再费精力在装修上！）3.旁边一手楼侨鑫汇悦台要卖15万/㎡，相比之下，这么笋的单位套间您还不过来看看吗?（不要错过啊，业主真的有心卖房，价格还能商量，就仅此一间了！）【我的联系方式】更多房源，欢迎点击潘庆超的网上旗舰店铺查看，咨询裕丰营业主任潘生15220007172，很高兴为您全心全意服务!,107466元/平米,,,房天下,2018-05-28,在售
