城市,城区,商圈,小区名,房源详情url,房型(三室两厅),房屋面积,成交总价(万元),成交周期(天数),朝向,装修状况,电梯情况,楼层,房屋年代/楼体结构,房屋描述（房屋满五年|距8号线安德里北街971米）,单价,成交日期,成交总价(万元),房屋来源,挂牌日期,状态(在售|成交)
广州,白云,嘉禾望岗,美馨小区,http://esf.gz.fang.com/chushou/3_227331241.htm,3室2厅1卫,88平米,80,,南,精装修,有,低层,2013年,1.，小区配套成熟入住。旁边有银行、市、地带。2.楼层佳，采光无遮挡 ，真实照片，真实价格，可随时看房！ 3.房子格局一点都没有浪费，得房率较高 4.所推荐该房源均为真实 5.与房东已有见面沟通价格可谈. 6.店里还有许多好的房源。 温馨提示：珍惜时间，选择可靠的！ 公交：187路, 251路, 259路, 509路, 510路, 524快线, 524路, 528路, 664路, 739路, 753路, 756路, 796路, 804路, 926路, 970路, 978路, 983路, 986路, 高峰快线20路, 夜63路, 夜84路;：2号线, 3号线北延段：嘉禾望岗站,9091元/平米,,,房天下,2018-06-26,在售
广州,白云,嘉禾望岗,侨宛花园,http://esf.gz.fang.com/chushou/3_226959480.htm,2室2厅1卫,80.6平米,93,,南北,精装修,有,低层,2013年,1、户型：2房2厅1卫，南北通透，采光好！ 2、装修：精装修，保养好，全新家具可送！ 3、环境：该小区邻里关系好，邻居热心，互相帮助! 4、税费：满5年，税费低 5、物业：物业公司，员工素质，很有责任心！,11538元/平米,,,房天下,2018-06-17,在售
广州,白云,嘉禾望岗,美馨小区,http://esf.gz.fang.com/chushou/3_225759927.htm,3室2厅2卫,89.2平米,82,,南,简装修,无,中层,2013年,以上图片为本人实拍图片，杜绝虚假房源！如需看房可发手机短信预约，编辑姓名+联系方式+人数+小区楼盘名字+时间+意向（投·资或者）【1】产权清晰，可，安心购’买有保障；【2】南向阳台采光通风效果好【3】赠送8平米入户花园，15平米大阳台，高赠送，高使用率；,9193元/平米,,,房天下,2018-05-22,在售
广州,白云,嘉禾望岗,美馨小区,http://esf.gz.fang.com/chushou/3_226794315.htm,1室1厅1卫,35平米,30,,南,豪华装修,有,中层,2013年,户型介绍：1.视野开阔.保养好2.环境舒适，户型端正，厅够大,通风采光好，小区绿化率达到35%，3. 客厅、宽敞舒适、南北对流，前后双阳台，通风效果好。阳光充足。4、卧室搭配的很新颖，使用率之高，厅大房大，方正实用5、厨房带阳台，让您和家人有足够的空间展现私家厨艺。社区介绍:1、小区环境优雅.绿化好.配套成熟.2、环境优美适住、人文素质高物业管理完善3、小区的容积率小，属于低密度社区，适住4、小区的绿化高，让您感受花园一样的家。??,8571元/平米,,,房天下,2018-06-14,在售
广州,白云,嘉禾望岗,广东省煤炭地质局宿舍,http://esf.gz.fang.com/chushou/3_226635568.htm,2室1厅1卫,60.2平米,48,,南北,精装修,有,中层,2009年,选择此房源的6大理由 1.地理位置优越 2.公交十分方便，出行方便，上下班方便。3.周围设施齐全购物方便，节省您的宝贵时间。4.小区高，环境优美。宁静和谐，好环境总会给人带来好心情 5.房间干净整洁，温馨舒适，窗明几净，就等着您的6.家电自由摆设，精装修，宽敞明亮，布局大方，采光好。,7973元/平米,,,房天下,2018-06-10,在售
广州,白云,嘉禾望岗,信禾公寓,http://esf.gz.fang.com/chushou/3_227288917.htm,1室1厅1卫,40平米,46,,南,精装修,有,中层,2000年,1.地理位置优越 2.公交十分方便，出行方便，上下班方便。 3.周围设施齐全购物方便，节省您的宝贵时间。 4.小区高，环境优美。宁静和谐，好环境总会给人带来好心情5.房间干净整洁，温馨舒适，窗明几净，就等着您的到来 6.家电自由摆设，精装修，宽敞明亮，布局大方，采光好。,11500元/平米,,,房天下,2018-06-25,在售
广州,白云,嘉禾望岗,龙禧中心,http://esf.gz.fang.com/chushou/3_226468217.htm,3室2厅2卫,96平米,130,,南北,精装修,无,中层,2018年,龙禧项目在售：1、44-96㎡一三房全装，带装装修，创意室、私人会所，随心所享，满足一切私人。2、项目北临时代玫瑰园，南临岭南新，周边住宅均价4-4.5万/㎡，平均租金水平在85元/㎡左右。3、项目均价12000元/㎡起，仅仅不到周边1/3的价格即可享有同等区域成熟配套，达8%。,13542元/平米,,,房天下,2018-06-06,在售
广州,白云,嘉禾望岗,信禾公寓,http://esf.gz.fang.com/chushou/3_227324596.htm,1室1厅1卫,32平米,38.9,,南,精装修,有,中层,2013年,1、 户型方正实用，厅出阳台。通风采光一流。小区同等户型少有。2、 业主自住，房屋保持得好，不用大搞装修也可以住，适合没有什么装修预算的买家。3、 小区环境好，周边配套很齐全，交通便利。不论是自住或者出租都合适。4、 证过两年税费低。业主还有谈价空间，您可以先看房。5、 对于新的政策，我司集了大量业主可以等买家有一年再过户的房源，总有一套适合你，欢迎来电咨询。,12156元/平米,,,房天下,2018-06-26,在售
广州,白云,嘉禾望岗,集贤苑,http://esf.gz.fang.com/chushou/3_226849358.htm,2室1厅1卫,56.8平米,195,,南,精装修,有,中层,1999年,集贤苑为低密度小区，户户开扬，绿化大花园，交通方便。个人点评195万元，一室，证过五年，南北通透，交易简单。我们提供免费看房，专业房贷*，一切只为了让您买到真正实惠满意的房子，欢迎您的来电。,34331元/平米,,,房天下,2018-06-15,在售
广州,白云,嘉禾望岗,集贤苑,http://esf.gz.fang.com/chushou/3_227254822.htm,2室2厅1卫,83平米,270,,北,中装修,有,高层,1999年,户型：2房2厅1卫2阳台。楼层：中层。朝向：北向。房子是前几年装修过的，业主一直，保养很好。,32530元/平米,,,房天下,2018-06-25,在售
