城市,城区,商圈,小区名,房源详情url,房型(三室两厅),房屋面积,成交总价(万元),成交周期(天数),朝向,装修状况,电梯情况,楼层,房屋年代/楼体结构,房屋描述（房屋满五年|距8号线安德里北街971米）,单价,成交日期,成交总价(万元),房屋来源,挂牌日期,状态(在售|成交)
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226541933.htm,3室2厅1卫,83平米,235,,暂无,简装修,无,低层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：83平方 2、【价格】：235万 3、【户型】：户型方正 安静大3房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过五年、没有占用、无按揭 7、【配套】：侨乐、75中 8、【卖点】：厅出阳台、房大厅大、采光通风好、实用八成多   本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,28313元/平米,,,房天下,2018-06-08,在售
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226543539.htm,3室2厅1卫,83平米,200,,暂无,简装修,无,低层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：83平方 2、【价格】：200万 3、【户型】：户型方正 安静大3房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过五年、没有占用、无按揭 7、【配套】：侨乐、75中 8、【卖点】：厅出阳台、房大厅大、采光通风好、实用八成多   本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,24096元/平米,,,房天下,2018-06-08,在售
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226544300.htm,2室2厅1卫,62平米,220,,暂无,精装修,无,高层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：62平方 2、【价格】：220万 3、【户型】：户型方正 安静2房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过五年、没有占用、无按揭 7、【配套】：侨乐、75中 8、【卖点】：厅出阳台、房大厅大、采光通风好、实用八成多   本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,35484元/平米,,,房天下,2018-06-08,在售
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226175136.htm,3室2厅1卫,77平米,228,,暂无,中装修,无,低层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：77平方 2、【价格】：228万 3、【户型】：户型方正 安静大3房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过五年、没有占用、无按揭 7、【配套】：侨乐、75 8、【卖点】：厅出阳台、房大厅大、采光通风好实用9成多        本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,29610元/平米,,,房天下,2018-05-31,在售
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226175541.htm,3室2厅1卫,83平米,228,,暂无,中装修,无,高层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：83平方 2、【价格】：228万 3、【户型】：户型方正 安静大3房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过五年、没有占用、无按揭 7、【配套】：侨乐、75 8、【卖点】：厅出阳台、房大厅大、采光通风好、实用9成多        本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,27470元/平米,,,房天下,2018-05-31,在售
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226176004.htm,3室2厅1卫,83平米,238,,暂无,中装修,无,高层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：83平方 2、【价格】：238万 3、【户型】：户型方正 安静大3房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过五年、没有占用、无按揭 7、【配套】：侨乐、75中 8、【卖点】：厅出阳台、房大厅大、采光通风好、实用9成多       本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,28675元/平米,,,房天下,2018-05-31,在售
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226176346.htm,2室2厅1卫,71平米,220,,暂无,中装修,无,低层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：71平方 2、【价格】：220万 3、【户型】：户型方正 安静大2房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过五年、没有占用、无按揭 7、【配套】：侨乐、75中 8、【卖点】：厅出阳台、房大厅大、采光通风好、实用9成多       本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,30986元/平米,,,房天下,2018-05-31,在售
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226176697.htm,2室2厅1卫,71平米,215,,暂无,精装修,无,中层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：71平方 2、【价格】：215万 3、【户型】：户型方正 安静2房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过2年、没有占用、无按揭 7、【配套】：侨乐、75中 8、【卖点】：厅出阳台、房大厅大、采光通风好、实用9成多       本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,30282元/平米,,,房天下,2018-05-31,在售
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226177099.htm,2室2厅1卫,78平米,250,,南北,精装修,无,中层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：78平方 2、【价格】：250万 3、【户型】：户型方正 安静大2房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过五年、没有占用、无按揭 7、【配套】：侨乐、75中 8、【卖点】：厅出阳台、房大厅大、采光通风好、实用9成多        本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,32051元/平米,,,房天下,2018-05-31,在售
广州,天河,沙河,天河山庄,http://esf.gz.fang.com/chushou/3_226178490.htm,3室2厅1卫,77平米,230,,暂无,简装修,无,低层,2000年,本人声明：诚信为本，服务领先！真实有效，杜绝虚假！ 本店是二手房网上的旗舰店铺，所推的房源，价位都是真实的，全部的房源都是本人的亲自与业主沟通过、图片也是现场拍回来的，全部都是可交易的真实房源！ 如果您在本店没有看到合适的，也请您不要关掉网页，打电话给我，我还有别的房源可以推荐给您！ 房源简介： 1、【面积】：77平方 2、【价格】：230万 3、【户型】：户型方正 安静3房2厅 4、【朝向】：南向望花园 5、【装修】：精装修、保养很好 6、【产权】：产权清晰、过五年、没有占用、无按揭 7、【配套】：侨乐、75中 8、【卖点】：厅出阳台、房大厅大、采光通风好、实用9成多       本人在广州大道北、沙河、沙太南板块工作近六年时间。只要您有需要，我一定能帮到您！ 诚心买房，欢迎来电：135-7050-5139（微信同号，24H在线）,29870元/平米,,,房天下,2018-05-31,在售
