城市,城区,商圈,小区名,房源详情url,房型(三室两厅),房屋面积,成交总价(万元),成交周期(天数),朝向,装修状况,电梯情况,楼层,房屋年代/楼体结构,房屋描述（房屋满五年|距8号线安德里北街971米）,单价,成交日期,成交总价(万元),房屋来源,挂牌日期,状态(在售|成交)
广州,越秀,东风东,水均大街小区,http://esf.gz.fang.com/chushou/3_226914250.htm,1室1厅1卫,42平米,185,,南,精装修,无,高层,2013年, 房源卖点：    1、南向1房1厅，户型放盘    2、采光通风性好，格局方正，精装修    3、中间楼层，位置安静，舒适    4、产权清晰，无占，过五年，免个税    5、迁入，可入读育才 ,44048元/平米,,,房天下,2018-06-16,在售
广州,越秀,东风东,东风广场,http://esf.gz.fang.com/chushou/3_224467351.htm,2室2厅1卫,70平米,638,,东南,简装修,有,低层,1999年,东风广场产权清晰2房，学位没有占用，现在买今年5月份可以用学位！放盘情况：目前东风广场2房这套是价格zui低的一套，还有两套放盘是700万的，错过了损失50万使用情况：目前出租，租金5500元每月，租客配合看房装修情况：普通装修产权情况：过五年，房产证在手，没有按揭抵押，可随时过户,91143元/平米,,,房天下,2018-04-25,在售
广州,越秀,东风东,锦城花园,http://esf.gz.fang.com/chushou/3_227348728.htm,4室2厅2卫,159平米,1188,,西南,豪华装修,无,低层,2013年,…欢迎光临冯梓恒网上店铺…                                                    专业成就所托 服务诠释价值【该物业情况】：【房屋简介】：正规4房2厅2卫，东南向，采光景观好！【物业装修情况】：精装修，业主，装修保养好【业主出售原因】：业主小孩子已经读大学，不需要用。 业主诚心诚意放卖，全力实客看房，房子产权清晰，无抵押无按揭。已经查册。,74717元/平米,,,房天下,2018-06-27,在售
广州,越秀,东风东,福今路小区,http://esf.gz.fang.com/chushou/3_227184693.htm,1室1厅1卫,45平米,215,,南北,简装修,无,中层,1990年,业主急换大房， 有心卖 。私聊陈容18620403186,47778元/平米,,,房天下,2018-06-23,在售
广州,越秀,东风东,东风广场,http://esf.gz.fang.com/chushou/3_224584873.htm,2室2厅1卫,70平米,635,,南,精装修,有,低层,2002年,东风广场二期，高层，东南向，三房两厅，采光好，室内住家装修，住家的感觉，看了感觉会喜欢的。,90714元/平米,,,房天下,2018-04-28,在售
广州,越秀,东风东,水均大街小区,http://esf.gz.fang.com/chushou/3_227041008.htm,1室1厅1卫,39.6平米,220,,南,豪华装修,无,中层,1992年,房源描述：1、大院管理，环境安静不吵，室内精装修，2、交通方便，广州核心1号线和5号线杨箕站上盖，为您出入保驾护航3、39.6平米，面积小，总价低，总价235万就可以入读育才4、楼层低，框架结构，可以做公积金贷款，减轻月供压力和银行利息5、南北对流，通风采光超赞,55556元/平米,,,房天下,2018-06-20,在售
广州,越秀,东风东,东风东路小区,http://esf.gz.fang.com/chushou/3_225305725.htm,2室2厅1卫,65平米,360,,南北,中装修,有,中层,1995年,1、房屋概况：南北靓向，实用面积高，户型方正，无暗房，光线充足。2、售房原因：业主换房，需要。 3、户型结构：2房2厅1卫2阳台。4、税费情况：证满两年，免重税。5、装修情况：普通装修6、读书概况：育才。,55385元/平米,,,房天下,2018-05-13,在售
广州,越秀,东风东,锦城花园,http://esf.gz.fang.com/chushou/3_227204218.htm,2室2厅1卫,84平米,650,,东北,豪华装修,无,高层,2000年,…欢迎光临梁淑娟网上店铺…成就所托诠释【该物业情况】：目前业主【房屋简介】：正规2房2厅1卫，北向，采光景观*！【业主出售原因】：业主置换【物业装修情况】：精装修，业主从未租过，保养好！【物业目前状态】：随时方便看房！【*看房】：【锦城花园简介】：锦城花园位于东风东路与梅花路交界处，毗邻东风东和中山一路两大交通主干道，距一号线杨箕站，交通较为便利，并拥有较完善的小区配套和管理，是东山区影响力大型豪宅社区。锦城花园地处东山区，具有得天独厚地理环境，方圆百,77381元/平米,,,房天下,2018-06-23,在售
广州,越秀,东风东,锦城花园,http://esf.gz.fang.com/chushou/3_224467502.htm,2室2厅1卫,88平米,795,,南,精装修,有,低层,2000年,此单位为锦城花园两房户型，低层南北向。2房2厅，双阳台，格局方正实用通透性好，视野开阔无遮挡豪华套间厅大房大奢华享受产权清晰过五年省税,90341元/平米,,,房天下,2018-04-25,在售
广州,越秀,东风东,水均大街小区,http://esf.gz.fang.com/chushou/3_227353063.htm,1室1厅1卫,39平米,215,,南北,中装修,无,高层,1992年,物业情况介绍： ◆面积：39平米： ◆户型：1室1厅1厨1卫1阳台： ◆楼层：5层,共7层◆朝向：南北通透：,55128元/平米,,,房天下,2018-06-27,在售
广州,越秀,东风东,福今路小区,http://esf.gz.fang.com/chushou/3_226762592.htm,3室2厅1卫,98.54平米,540,,东南,中装修,无,中层,1990年,低层靓向大三房 户型靓 不对马路 1：格局好；采光好视野广阔?2：朝向好；东南西北向3：保养好；中等装修，保养。4：位置好：，：1号线、6号线5：看房方便：电话预约，方便你看房。6：小区生活配套设施、健身设备。是年轻一代的佳居所。,54800元/平米,,,房天下,2018-06-13,在售
广州,越秀,东风东,气象局宿舍,http://esf.gz.fang.com/chushou/3_220239858.htm,1室1厅1卫,37平米,213,,东南,精装修,无,中层,1998年,本人亲自看过房,以下房源信息和室内图片都为眞实信息!!!气象局小区介绍：户型：1室1厅1卫1厨房，朝向：东南向一、房源介绍：1、地段成熟，佩带省一级育才2、楼龄新，格局方正3、室内精装修，您可以按照您自己的风格随意装修设计二、房屋介绍：1、客厅跃式风格，宽敞大方，实用2、卧室温馨舒适，搭配心怡3、厨房设施齐全，让美味来的更加轻松联系方式越秀区资深置业：小钟电话：188-1912-8230,57568元/平米,,,房天下,2018-05-06,在售
广州,越秀,东风东,东风广场,http://esf.gz.fang.com/chushou/3_226740897.htm,2室1厅1卫,85平米,640,,南北,豪华装修,有,低层,2008年,有些图片看起来没那么精美，但这些全部为真实照片。我不会用虚假图片来骗您的来电！一、房源1、正规2室1厅1卫。朝向.日照充足.2、现在的房子相比年初近12%3、室内豪华装修.。二、房屋介绍1、客厅.宽敞.大方.使用 2、卧室温馨舒适.搭配心怡3、厨房设施齐全.让美味来的更加轻松三、社区配套1、环境优雅，低密度社区。2、小区绿化，让您感受像花园一样的家四、周边配套地理位置得天独厚，使出行更加方便，节省时间五、推荐理由楼盘位于小区中间，闹市中的室外桃园，隐隐于市，惬意的生活是才一种享受，才能显示您的尊贵！全部房源真实有效，且之前我亲自实勘过.我将竭诚为您服务.为您的电话号码保密是我的义务，为您找到心仪的房子是我的责任！欢迎来电咨询.,75294元/平米,,,房天下,2018-06-12,在售
广州,越秀,东风东,锦城花园,http://esf.gz.fang.com/chushou/3_224467666.htm,3室1厅2卫,106平米,935,,南北,精装修,有,低层,2000年,锦城花园房源详情：户型：3室1厅1厨2卫1阳台，南北通透朝向。面积：106平售价：935万元周边：铁路附属、中国人民解放军广州第458总周边银行：建设银行、农业银行、工商银行、招商银行餐饮：东风公园周围商店：百佳、好又多、井百货、梨晶、东竣、云鹤、宏城1，小区环境好，交通方便，空气清新，楼层适合老人和*。2，采光角度佳，设施齐全。,88208元/平米,,,房天下,2018-04-25,在售
广州,越秀,东风东,东山雅筑,http://esf.gz.fang.com/chushou/3_223987729.htm,4室2厅1卫,149平米,1050,,东北,精装修,有,高层,2003年,1～东山雅筑，安静小区，舒服环境，人车分流，配套游泳池，娱乐场所，花园，谁看谁喜欢;2～正规大三房二厅加小房，带有主套，全明屋，采光通风很好;3～入读育才，就在小区门口，接送方便;4～交通这更加方便了，小区出来100米就是东风东路，公交车直达广州各区，杨箕站也很方便,70470元/平米,,,房天下,2018-04-15,在售
广州,越秀,东风东,水均南街大院,http://esf.gz.fang.com/chushou/3_227339502.htm,3室2厅1卫,80平米,380,,南北,精装修,无,中层,1992年,水均南街小区 楼梯中层 80平方三房 新装修 入读育才 随时看房,47500元/平米,,,房天下,2018-06-27,在售
广州,越秀,东风东,福今路小区,http://esf.gz.fang.com/chushou/3_227357452.htm,2室2厅1卫,78平米,388,,南,精装修,无,中层,1990年,物业情况介绍： ◆面积：78平米： ◆户型：2室1厅1厨1卫1阳台： ◆楼层：3层,共8层◆朝向：东南北通透：,49744元/平米,,,房天下,2018-06-27,在售
广州,越秀,东风东,水均南街大院,http://esf.gz.fang.com/chushou/3_226993623.htm,1室1厅1卫,32平米,165,,南,精装修,无,中层,1992年,越秀区 东山口 中山一路 五号线上盖 铁一  中等楼层  采光通风好  南北对流 五号线  一房一厅  住家装修  生活配套成熟  楼下附件多路公交车 近  看房请联系钟雪怡:18011767677,51562元/平米,,,房天下,2018-06-18,在售
广州,越秀,东风东,锦城花园,http://esf.gz.fang.com/chushou/3_226793755.htm,3室2厅2卫,112平米,1000,,东南,精装修,无,高层,2010年,…欢迎光临梁淑娟网上店铺…成就所托诠释【该物业情况】：目前业主【房屋简介】：正规3房2厅2卫，东向，采光景观*！【业主出售原因】：业主置换【物业装修情况】：精装修，业主从未租过，保养好！【物业目前状态】：随时方便看房！【*看房】：【锦城花园简介】：锦城花园位于东风东路与梅花路交界处，毗邻东风东和中山一路两大交通主干道，距一号线杨箕站，交通较为便利，并拥有较完善的小区配套和管理，是东山区影响力大型豪宅社区。锦城花园地处东山区，具有得天独厚地理环境，方圆百,89286元/平米,,,房天下,2018-06-14,在售
